,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,These correct responses each include the correct answers in the table.,"These incorrect responses include incorrect answers in the table. The top response includes incorrect entries for the last two terms, while the bottom response includes incorrect entries for the last four terms.",,,,,,,
,,,,,Partial 1 - Student Response 1 and 2,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,"These partially correct responses (partial 1) include 4 of the 5 correct answers in the table. The fourth table entry in the top response is incorrect, while the fifth entry in the bottom response is incorrect.",,,,,,,,
,,,,,Partial 2 - Student Response 1 and 2,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,"These partially correct responses (partial 2) include answers in which the rule is applied correctly to all but one term in the table. The top response includes an incorrect value for the second entry, but the other entries in the table follow the correct pattern, given that incorrect entry. The bottom response includes an incorrect value for the first entry, but the other entries in the table follow the correct pattern, given that incorrect entry.",,,,,,,,
,,,,,Partial 3 - Student Response 1 and 2,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,These partially correct responses (partial 3) include cumulative totals for each week in the table.,,,,,,,,
,,,,,,,,,,,,,
x,Interpret the meaning of a linear equation in a context (calculator available),"Jessica makes clay bowls.

The following equation relates the number of clay bowls, n, she makes and the total amount of money, d, in dollars, it costs her to make them.

d = 375 + 50n

Based on the equation, which of the following statements is true?

A. Without making any clay bowls, Jessica´s total cost is $50.
B. Without making any clay bowls, Jessica´s total cost is $375.
C. Each clay bowl Jessica makes decreases her total cost by $50.
D. Each clay bowl Jessica makes decreases her total cost by $375.
E. Each clay bowl Jessica makes costs $425","The correct answer is:

B. Without making any clay bowls, Jessica's total cost is $375.",,,,8,2017,8M9,MC (Multiple Choice),Medium,"A: 12%
B: 36% (correct)
C: 17%
D: 16%
E: 16%
Omitted: 1%",
,,,,,,,,,,,,,
x,Convert from degrees Fahrenheit to degrees Celsius (calculator available).,,,"Correct:

Answer of 35","Correct - Student Response 1:

When the temperature is 95°F, what is the temperature in degrees Celsius?

""35 degrees Celsius""


Correct - Student Response 2:

When the temperature is 95°F, what is the temperature in degrees Celsius?

""35° degrees Celsius""

These correct responses each indicate a temperature of 35 degrees Celsius.","Incorrect 1:

Answer of 35°F

Incorrect 2:

Answer of 203 or 203°F

Incorrect 3:

Other incorrect responses


Incorrect 1 - Student Response 1:

""35°F degrees Celsius""


Incorrect 1 - Student Response 2:

""35F degrees Celsius""

These incorrect responses each indicate a temperature of 35 degrees Fahrenheit.


Incorrect 2 - Student Response 1:

""203 degrees Celsius""


Incorrect 2 - Student Response 2:

""203° degrees Celsius""

These incorrect responses each indicate a temperature of 203 degrees.


Incorrect 3 - Student Response 1:

""33.8 degrees Celsius""


Incorrect 3 - Student Response 2:

""63 degrees Celsius""

These incorrect responses each indicate a temperature other than 35 degrees Celsius, 35 degrees Fahrenheit, or 203 degrees.",8,2017,8M9,SCR (Short Constructed Response),Hard,"Correct: 22%
Incorrect A: rounds to zero
Incorrect B: 3%
Incorrect C: 68%
Omitted: 7%
Off task: rounds to zero",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,95= 9/5C + 32,,,,,,,,,,
,,,,,,,,,,,,,
,,,95 = 9/5C + 32,,,,,,,,,,
